,authors,content,date,img_src,tags,title
87,Frederic Lardinois,"HoloLens, Microsoft’s $3,000 mixed-reality goggles (or “the world’s first self-contained holographic computer” in Microsoft’s parlance), was only available in the U.S. and Canada so far. Today, however, the company announced that it will also start selling the devices in Australia, France, Germany, Ireland, New Zealand and the United Kingdom. Preorders start today and the devices will ship in late November.
We hear that Microsoft’s yield for producing HoloLenses is higher than it expected, so the company is now also able to bring it to new regions faster than it expected. What’s gating an even wider rollout, though, is that Microsoft still needs to get its certifications from the international equivalents of the U.S.’s FCC as it enters new markets. It’s worth noting that even though it’s officially only rolling out in a few European countries, the single European market pretty much means anybody in Europe will be able to get a HoloLens now.
Like in the U.S. and Canada, potential buyers will be able to choose between the standard $3,000 Development Edition or the $5,000 Commercial Suite that includes better support, as well as added security and device management features for enterprise users.
“When we set out to pioneer the mixed reality category we knew that many of the best innovations would be discovered when others got their hands on the technology,” wrote Alex Kipman, Technical Fellow, Microsoft Windows and Devices Group, in today’s announcement. “It has been quite inspiring to see what our partners have built and what individual developers have created. Together, we have only scratched the surface for what mixed reality can do. I can’t wait to see what happens next as we welcome these new countries to our holographic landscape.”
It’s worth remembering that HoloLens is only one aspect of what Microsoft calls “Windows Holographic.” The overall idea here is to also enable third-party manufacturers to use Microsoft’s Windows 10 operating system to build their own mixed reality — or even virtual reality — headsets and peripherals over time.",2016-10-12,https://tctechcrunch2011.files.wordpress.com/2016/10/img_20160330_184536.jpg?w=738,"europe,hololens","Microsoft starts selling its HoloLens in Germany, France, UK, Ireland, Australia and New Zealand"
88,Natasha Lomas,"The U.K. government has agreed on an amendment to draft surveillance legislation aimed at strengthening the public perception of privacy safeguards by adding a statement of priority to the face of the legislation.
The Investigatory Powers bill, which continues to attract controversy on account of the scope of the powers it sets out, is the government’s attempt to cement an overarching operational framework for state security agency and law enforcement surveillance powers, replacing a patchwork of antiquated legislation that is currently being used to authorize intercepts and other intrusive investigatory measures.
Lord Janvrin, a member of the Intelligence and Security Committee (ISC), introduced the amendment in a report-stage session on the IP bill in the House of Lords today. He noted this was one of the ISC’s recommendations when it delivered a critical report on the draft bill earlier this year.
The ISC surprised commentators with its critical report on the IP bill, given how much emphasis the security-cleared committee placed on the importance of enshrining privacy protections in a piece of legislation aimed at expanding security agency powers.
“We recommended that privacy should form the backbone of the legislation, around which the exceptional, intrusive powers are then built,” Lord Janvrin said today.
“This recommendation was then to underline at the very outset of the bill that there is a delicate balance to be struck between an individual’s right to privacy and the exceptional powers needed by the intelligence agencies to ensure our safety and security.”
And while he added that, in his view, the bill has seen “substantial changes” and “significant improvements in the protection afforded to privacy” — flagging up the government agreeing to add a “clause in general duties in regard to privacy” into the legislation — he said the aim of the amendment is “simply to reinforce the government’s approach” by including a more visible pro-privacy statement.
Speaking for the government today, Lord Howe said it was willing to agree to the amendment.
“The ISC still feels there is merit in placing a simple statement right at the very forefront of the legislation to provide additional clarity that there should be no doubt that privacy protection remains a fundamental priority. On that basis I am happy to support it,” said Lord Howe.
However another amendment also aimed at bolstering privacy and civil liberties protections — by proposing the creation of a U.S.-style Privacy and Civil Liberties Board — was shot down in flames on the floor of the House of Lords.
The amendment, introduced by Lib Dem Peers Lord Paddick and Lord Strasburger, was attacked from all sides of the house, including by other Lib Dem peers.
Criticisms included that the U.S. equivalent body is ineffective; that such a board would merely duplicate other oversight roles — such as the bill’s Investigatory Powers Commissioner and the existing role of independent reviewer of terrorism legislation; that it would be costly; and even that it would be dangerous to allow security-cleared material to be seen by an external body.
One peer dubbed the idea “an expensive and ill-conceived quango” and “a risk to national security.” Another described it as “one of the worst proposals I’ve seen in the area of National Security.”
While the Lib Dem’s Lord Campbell of Pittenweem also condemned the proposal, arguing it is “simply rehearsing the existing law,” and dismissing Paddick’s argument in favor of it — that the government, under former Home Secretary (now PM) Theresa May, had previously said it would create such a body — by claiming the proposed legislative framework at that point was entirely different.
“The original proposal, which is now contained in this amendment, was made against a wholly different statuary framework and therefore when one’s considering its necessity one must look at its necessity against the background of the statutory framework which this bill now encompasses,” he argued, adding: “[Paragraphs in the proposed amendment] add nothing to the obligations already incumbent on the security services.”
Under attack from all sides, Paddick and Strasburger withdrew the amendment.
An attempt by Green peer, Baroness Jones of Moulsecoomb, to pass amendments seeking to bolster the bill’s “double lock” authorization mechanism and further improve safeguards for when surveillance powers can be utilized by state actors also did not succeed.
“One of the biggest problems in every single power the Bill gives and sometimes creates is the lack of a reasonable suspicion — lack of a threshold that is absolutely clear for surveillance powers to be authorised for the purpose of preventing and detecting crime. Intrusive powers can be authorised to prevent and detect serious crime, but this general purpose is left wide open to broad interpretation and abuse without requiring the authorising authority to verify the existence of that reasonable suspicion of criminality,” argued Baroness Jones.
“A requirement of reasonable suspicion, when the purpose of preventing and detecting serious crime is invoked, would protect people and prevent the abusive surveillance of law-abiding citizens that we have seen in the past, without unduly limiting legitimate use of surveillance powers.”
Lacking support for her amendment, she withdrew it.
One Labour-backed intervention did inflict a defeat on the government by passing an amendment it does not support. But not on the issue of general privacy concerns; rather relating specifically to costs for victims of phone hacking (a recommendation from the Leveson enquiry into media practices). Peers were angry the government had not yet enacted the relevant section of the Leveson report — and pushed to inject in into the IP bill via an amendment.
Lord Howe also detailed government amendments that he said aim to put “beyond doubt” the importance of taking “particular care” in relation to sensitive communications, such as confidential journalistic material, by making it clear public authorities “should have regard to the human rights implications — in the widest sense — of interfering with communications that attract particular sensitivity”.
The bill has been criticized as a threat to journalists’ sources.
Concerns also continue to be raised about the risks the bill poses to legal professional privilege.
Scrutiny of the IP bill continues in the House of Lords, with the government aiming to have it pass into law this year.
This post was updated with additional comment, and to correct Baroness Jones’ party affiliation",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/01/3029613413_145219499e_b.jpg?w=738,"surveillance,digital-rights,law-enforcement,human-rights",U.K. gov’t agrees to foreground privacy statement in surveillance bill
89,Romain Dillet,"Netatmo’s first device was a sophisticated weather station. But it’s not for everyone. Chances are you don’t need to know the historical trend when it comes to the humidity in your house. That’s why the company is releasing the Healthy Home Coach, an indoor device that lets you see stats about your home at a glance.
In many ways, the Healthy Home Coach looks similar to the indoor module of the weather station. But it comes with a new mobile app that focuses on quick glanceable information — and it doesn’t have an outdoor weather module. You won’t get inundated with numbers, you’ll just see if your home is doing fine right now.
The device tracks four things — indoor air quality, humidity, temperature and noise. Air quality in particular is something that many weather stations don’t offer yet. Being able to see whether you should open your windows for a few minutes could be useful.
Finally, you can set up different profiles. For instance, you can make your device more sensitive by saying that a baby or a child with asthma sleeps in this room.
The Healthy Home Coach will cost $99. If you want, you can buy multiple devices for multiple rooms. It is available today. It’s pretty cool to see that Netatmo is launching many new devices, solidifying its reputation as a solid French hardware startup.",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/10/nhhc_2016_kitchen_web.jpg?w=738,"france-newsletter,netatmo",Netatmo launches an indoor climate monitor
90,Mike Butcher,"TechCrunch Disrupt in London is on 5-6 December. Think 3,000 crazy startup founders and investors talking for two solid days. And not to mention the hackathon on the weekend before! We’ve already announced many great speakers and we’re glad to say Steve Hilton is joining. He’s not just the co-founder and CEO of Silicon Valley political crowdfunding and data start-up Crowdpac — he’s a former advisor to the previous British Prime Minister, David Cameron, and was a vociferous advocate of the UK leaving the European Union. We’re sure he’ll have a lot to say about that, as the UK and the EU try to define their future relationship.
He also teaches at Stanford University’s Institute of Design (d.school), and is the author of the Sunday Times bestseller More Human – Designing a World Where People Come First.
Steve was previously Senior Advisor to UK Prime Minister David Cameron, where he helped lead the implementation of the British government’s domestic reform program. Prior to the 2010 General Election, as David Cameron’s head of strategy, Steve is credited with helping to develop the ideas associated with the modernization of the British Conservative Party.
Before working in politics, Steve was co-founder of Good Business, a corporate responsibility consulting firm, and The Good Cook, an award-wining London restaurant. He lives in the San Francisco Bay Area with his wife and young family. And 12 chickens!
The two-day Disrupt conference runs 5-6 December in the Olympic Village’s Copper Box Arena and features Startup Alley and Startup Battlefield where one startup will take home £30,000. You can buy early-bird tickets for Disrupt London here.
Apply with your new startup for Battlefield for free here. There’s also the Startup Battlefield Scholarship Fund for startups who have not raised funding. The Startup Battlefield application deadline has been extended. If Battlefield isn’t for you and you want to display your company then go for a booth in the Startup Alley. For startups there is also the brand new CrunchMatch program where we match startups to investors. Check it all out here.
Early bird tickets are now available for the discounted price of just £950 a piece. You can get your tickets at this price until 4 November when they rise to £1200.
For all you students out there, the deal is about to get even sweeter. We have a limited selection of student tickets to Disrupt London 2016 for just £100 plus VAT, provided you have both a valid university ID and current transcripts.
To reserve your £100 student tickets to Disrupt, simply send a copy of your transcripts showing your current enrollment status, as well as a copy of your university identification card to students@techcrunch.com. Once you’re approved, we’ll send you instructions for how to complete your registration.
Our sponsors help make Disrupt happen. If you are interested in learning more about sponsorship opportunities, please contact our sponsorship team at sponsors@techcrunch.com.",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/10/steve-hilton.jpg?w=738,disrupt-london-2016,"Steve Hilton, Crowdpac founder and Brexit advocate, joins Disrupt London, Dec 5-6"
91,Romain Dillet,"French startup Payfit wants to modernize the good old paychecks in France. After just a few months, the company just raised $5.6 million (€5 million) from Otium Venture and Xavier Niel.
Payfit officially started in April 2016. And it looks like many companies were waiting for a product like this one given today’s funding round. Geoffroy Roux de Bézieux, Jean-Daniel Guyot, Oleg Tscheltzoff and TheFamily also invested in this round.
“Right now in France, you need to have dedicated people working exclusively on payroll functions. And if you outsource them, you lose control,” co-founder and CEO Firmin Zocchetto told me.
Payroll departments use outdated software with expensive licenses. Payfit is a software-as-a-service, meaning that everything happens in your browser, it always gets updated and you pay every month depending on the size of your company.
This alone is a big change in France as there aren’t many solutions to manage paychecks. That’s why it can get really expensive, even for a tiny company, to pay your employees.
Zocchetto walked me through the product and I was quite impressed with the interface and general philosophy. Even though I’m no HR manager, I could see myself using something like Payfit to manage contracts, salaries, vacations, tickets restaurant meals and more.
On the other end of the equation, employees can log into Payfit to download paychecks and request a vacation. And if there’s an issue, you know that you can directly talk to someone in your company about it as your company doesn’t rely on an outsourced payroll service bureau.
So far, 250 companies have signed up to Payfit, such as Heetch, Sellsy, Nestor or Aircall. They pay €39 per month and €11 per month per employee — traditional competitors tend to be more expensive than that.
The product is only available in France as this type of product tends to be very specific to one market. But Firmin told me that the startup could eventually expand to other European countries.
Payfit looks like a simple idea on paper, but it’s such an unsexy industry that there hasn’t been a lot of competition. Moreover, every company needs to manage their payroll — Payfit isn’t just something that is “nice to have.” And you don’t have to keep up with the ever-changing French law because Payfit handles it for you — this is also a good selling point.",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/05/moneyhands.jpg?w=738,france-newsletter,Payfit grabs $5.6 million to manage French payrolls
92,Romain Dillet,"Apple is on a research & development spree! The company has announced a bunch of new R&D centers over the past few months, and R&D spendings have skyrocketed. This time, Apple CEO Tim Cook announced that the company plans to open a new center in Japan during a visit in Tokyo, according to Xinhua.
This isn’t the first time we’re hearing about a new R&D center in Japan. Previous reports have indicated that Apple was building a new R&D center for 2016 or 2017.
Cook met with Japan’s prime minister Shinzo Abe to discuss all things Apple and Japan. Later at a press conference, Chief Cabinet Secretary Yoshihide Suga reported that Apple would complete its R&D center in December.
So what is this R&D center anyway? Located in Yokohama, the building used to be a Panasonic factory. Apple has taken over the building and transformed it into an R&D center.
This way, Apple can more easily hire talented Japanese engineers. It’s unclear what the Japanese team is going to work on.
Overall, in addition to existing R&D centers, Apple will soon have R&D centers in Shenzhen, Israel, the U.K., France, Japan and Sweden. Maybe it’s time to rethink Apple’s tagline on all of its products — “designed by Apple in Cupertino and many other countries.”
Via Apple Insider",2016-10-14,https://tctechcrunch2011.files.wordpress.com/2016/01/shutterstock_274406885.jpg?w=738,japan,Apple will open another R&D center in Japan
93,Ingrid Lunden,,2016-10-11,https://tctechcrunch2011.files.wordpress.com/2014/02/800px-ucberkeleycampus.jpg?w=738,"ai,huawei",Huawei puts $1M into a new AI research partnership with UC Berkeley
94,Natasha Lomas,"Samsung is permanently discontinuing production and sales of the Galaxy Note 7 smartphone, owing to safety fears over defective batteries — including in replacement handsets the company had subsequently sent to customers following a recall of original devices.
The news was reported earlier by the WSJ, and a spokeswomen for Samsung confirmed it is ending production of the device, telling TechCrunch: “We can confirm the report that Samsung has permanently discontinued the production of Galaxy Note7.”
The company did not provide any additional statement explaining its decision but in a filing about ending production with South Korean regulators it cites ‘customer safety’ as the reason.
Yesterday Samsung had asked carriers and resellers to halt sales and exchanges of Note 7 devices, as reports of problems with replacement handsets mounted. Note 7 owners were offered a full refund or a refund for a different Samsung smartphone, along with a $25 gift certificate or other add-on to sweeten the hassle of dealing with two rounds of recalls.
The initial recall of the circa 2.5 million Note 7s in circulation was announced in early September.
The company had also previously said it was adjusting production of the Note 7 to, in its words, “take further steps to ensure quality and safety matters”.
However, in the event, and given the mounting PR nightmare of even replacement Note 7s having a demonstrable risk of an exploding battery — coupled with the model being namechecked as a safety hazard at airports and on flights all over the world — it’s hardly a surprise Samsung has decided to pull the plug and put the Note 7 out of its misery.
Aside from the damage to Samsung’s Galaxy brand of being associated with exploding batteries, the cost of withdrawing the Note 7 will not come cheap. Reuters cites analysts estimating that a permanent end to Note 7 sales could cost the company up to $17 billion.
Meanwhile, the company’s stock price has also taken a substantial hit on the news of the Note 7’s nixing: falling by 8 per cent today, its biggest percentage decline since October 2008, as investors wiped some $19 billion off the value of the company.
Update: Samsung has now provided the following statement to TechCrunch:",2016-10-11,https://tctechcrunch2011.files.wordpress.com/2016/08/p8112360.jpg?w=738,"samsung-electronics,phablets,samsung-galaxy-note-7",Samsung kills the Galaxy Note 7 for good
95,Jon Russell,"Oh you thought location-based food deal services were done and dusted! Eatigo, a discount restaurant booking service that bills itself as the anti-Groupon, would have you believe otherwise. The startup has closed new funding to the tune of over $10 million from travel giant TripAdvisor to expand its service across Southeast Asia.
Eatigo was founded in 2013 and it is currently present in Bangkok and Pattaya in Thailand and also in Singapore. It believes it is different to Groupon because it grants restaurant owners full control of when they wish to make offers available to prospective customers. In other words, if I know my restaurant is busy during lunch but quiet from 3pm, Eatigo can arrange offers of up to 50 percent that are valid from 3pm to help make my off-peak times busier.
Not only does that mean additional revenue by utilizing otherwise unused inventory, but it avoids the stampede of people rushing in with discount codes and coupons and flooding an eatery to the point that the staff can’t keep up, which doesn’t give a diner a good experience. That was the case at times when Groupon and LivingSocial were booming a couple of years ago. Discounts can also be varied across time periods, to help manage the number of customers incoming.
Bangkok-headquartered Eatigo said it is seeing 20 percent month-on-month growth for reservations and revenue, but it declined to provide further details of its profit/loss. It claims 700 restaurant partners and one diner seated every three seconds of the day on average.
What’s particularly interesting about this news is that the round — which is Eatigo’s Series B — comes from TripAdvisor. The exact size of the deal has not been disclosed, however Eatigo said that it takes its total funding to date to $15.5 million. TechCrunch understands from sources close to the deal that Eatigo had previously raised less than $5 million from its undisclosed Series A last year and other prior fundraising. That makes this round over $10 million in size.
That Series A was led by corporate investors rather than VC firms. Eatigo CEO Michael Cluzel told TechCrunch that is particularly keen on leveraging such partners because they bring more to the table than simply cash.
One of its Series A investors has links to media — which enabled Eatigo to get affordable billboard advertising across Bangkok, surprising for an early-stage company — and this time around Cluzel said TripAdvisor has much advice to impart from The Fork, its restaurant booking platform in Europe
“We prefer “slow” over “fast” money and having partners on our board who really understand the business and share our vision. The TripAdvisor team from The Fork have gone through the same scaling exercise we are about to embark on,” he said.
“We also have traditionally been seeking out investors who can bring more to the table than money and the opportunities with TripAdvisor are massive in this respect,” the Eatigo CEO added. “From sharing of best practices, over content, creating new revenue streams, technology support and many more we believe that such synergies can improve both user experience as well business performance.”
From TripAdvisor’s side, Bertrand Jelensperger — co-founder and CEO of The Fork — said: “We share with Eatigo a common vision [and] have also been impressed by this fast moving innovative business and by their ambition to quickly grow and scale the brand into other markets across Southeast Asia.”
Cluzel said that Eatigo plans to invest the money on regional growth. He declined to state an exact timeframe for that expansion plan but it is likely to be done in 2017.
“Our focus is clearly on Southeast Asia only for this round. We want to become a truly regional player [and] expect that full rollout across all new markets will take less than one year,” he said.
That regional expansion is aimed at taking the company to breakeven within the next two years, Cluzel added.",2016-10-04,https://tctechcrunch2011.files.wordpress.com/2016/10/eatigo-screenshots.png?w=738,"restaurant,tripadvisor,southeast-asia",Southeast Asia’s Eatigo lands $10M+ from TripAdvisor for its discount restaurant service
96,Jon Russell,"500 Startups‘ organization in Southeast Asia — 500 Durians — is back with a new $50 million fund to press on with early-stage startup dealmaking in the emerging region, which counts over 600 million consumers.
Although it typically sits in the shadow of India and China, Southeast Asia is poised to see major tech growth. A recent report co-authored by Google predicted that Southeast Asia’s digital economy will reach $200 billion by 2025. With 260 million users now and an estimated 480 million by 2020, it is the world’s fastest growing internet market — bringing 3.8 million people online for the first time each month.
The original 500 Durians fund launched in 2013 to explore those possibilities. Originally it was $10 million, but it was subsequently increased to over $20 million in size and it counts Uber rival Grab, social commerce app Carousell and Indonesia’s Bukalapak among its portfolio. Now 500 Startups, which is led by Khailee Ng in Southeast Asia, is doubling down with a target of $50 million for the second Durians fund.
A first close is expected to come over the next month or two, with a final close likely next year. Ng, who is working with co-partner Vishal Harnal on the fund and backed by a team of eight, said 500 Durians II was “kickstarted” and supported by investors in the original, first fund. Malaysia’s MAVCAP is among the LPs, with others coming from China, Korea, the Middle East and Singapore among other places, Ng said.
While a number of funds in the region that started out at seed stage have matured into Series A, and potentially beyond, Ng told TechCrunch that Durians will maintain an early-stage focus, albeit with more cash.
“What we’ve done works and we don’t want to get greedy about it,” he said in an interview. “Pre-Series A, Series A and Series B is where all the new money is coming in, no-one is really charging into seed stage and those guys will need a pipeline of new deals. We’ll continue to feed the ecosystem.”
“Raising a fund is easier now because we’ve got a track record and people are excited,” Ng added. “Our first 20 deals have matured well, and the next 20 are following a similar pattern.”
Ng said the fund will be used to cut checks that are typically up to $100,000 as part of seed rounds with other investors, although it could creep up to $250,000 “if we see great stuff.” The aim is to fund 100-200 deals and use the remaining funds for follow-on deals.
“We will be pretty cautious with follow-ons,” Ng clarified. “We’ll do them, but larger than before.”
It’s hard to remember a time when 500 Startups wasn’t a prolific investor in Southeast Asia. It has invested in 119 startups in the region to date which, according to CB Insights, means it has been involved in one-quarter of all seed-stage deals in Southeast Asia.
That’s a staggering statistic, even if some deals go unreported and skew the numbers, and Ng said that one of his goals is to go beyond the “startup echo chamber” and reach entrepreneurs who are less familiar with venture capital but are already busy building companies that could benefit from it.
More generally, Ng said his sights are set on business models that are proven overseas but yet to enter the region. He’s also bullish on enterprise — and in particular systems that tap into adoption of mobile, messaging, etc — and see Saas business models developing in sophistication, too.
500 Startups has $10 million micro-funds in Thailand and Vietnam, and Ng said that there is some interest in arranging a similar setup in Philippines. The Durians fund will mainly look at other markets in Southeast Asia — principally Indonesia, Southeast Asia’s largest economy, and Singapore — but may overlap co-invest with local funds in certain deals.
Generally, the organization has backed over 1,500 startups worldwide, and it has funds in countries like Mexico, India, the Nordics and more. The firm’s global fund closed with $85 million in commitments last year, its LPs include Yahoo Japan, Tokyo-based Dentsu and MAVCAP.",2016-10-04,https://tctechcrunch2011.files.wordpress.com/2015/07/durians-are-yuck.jpg?w=738,"khailee-ng,southeast-asia,500-durians",500 Startups announces new $50 million fund for Southeast Asia
97,Jon Russell,"Grana, a two-year-old online fashion retailer based in Hong Kong, has announced that it has raised $10 million in fresh funding led by Alibaba’s entrepreneurship fund.
This is the startup’s Series A round, and it follows $6 million in previous seed funding. The round is led by Alibaba’s Hong Kong-based fund, which was announced last year, and it also includes participation from existing investors Golden Gate Ventures (Singapore) and MindWorks Ventures (Hong Kong).
In an interview with TechCrunch, co-founder and CEO Luke Grana said that the new funding will be put to work expanding his company’s selection of products — all of which are own-brand — and growing its reach beyond the 12 countries that Grana currently ships to. In particular, Grana is focused on expanding its business in the U.S., which is already its largest market alongside Hong Kong, just ahead of Australia and Singapore.
Grana isn’t providing specific business figures at this point, other than to say that it is growing at an average of 15 percent month-on-month. Return rates are single-digital percent, with a flat fee — US$10, SG$10 or HK$20 — charged for a collection direct from the customer.
“We’ve experienced really strong growth [and had a] good couple of years that we need to continue,” Grana, who was born and raised in Sydney, Australia, said.
Grana sells its own-brand fashion items exclusively through its website. The company produces its own high-quality fashion products, sourcing its fabric from Italy, Peru, China and other parts of the world. It has an offline store in Hong Kong and has run temporary ‘pop-up’ stores in four countries, so far. Grana just moved into a new 18,000 square foot warehouse in Hong Kong where all product is stored and shipped, while its entire 50 person team is based in Hong Kong. Keeping the business in a single country may seem strange when its customer base is global, but Grana explained it is all about efficiency everyone involved.
“There are no distributors, middle men or warehouses, so we ship direct to the customer. We cut out all the inefficiencies that we can [so that] customers get a really great product at a quality that they’ve never seen before,” he said.
When it comes to business, Grana explained that Hong Kong’s status as the world’s largest air cargo hub, and DHL’s shipping rates, mean that its next-day/two-day delivery service to the U.S. and other countries are on par with any local service. That’s based on both speed for the customer and price for Grana. For that reason, Grana hasn’t opened warehouses in the U.S. or other places to store product locally.
In terms of passing on costs to the customer, Grana said most fashion items carry a mark-up of around seven-to-eight times the cost due to the chain of process. But by stripping out the aforementioned middlemen and fees, Grana — he said — sells at just 2-3X mark-up.
“We travel the world to find the best fabric to make modern wardrobe essentials: great quality items that a large market can wear,” Grana added. “We want to replicate ASOS but using our own brand.”
There’s no plan to introduce its items via offline retailers, nor will Grana become a sales front for other like-minded, independent fashion brands. The goal is to continue on as is, but grow its reach and scope.
Global expansion is on the agenda for 2017, but CEO Luke Grana isn’t being too specific on exactly which countries will be targeted. China is one confirmed name on the list with a soft launch likely to happen “sometime next year.” For that move, Grana is likely to shift its distribution model somewhat and align itself with existing e-commerce portals to gain reach. Grana hinted that Alibaba’s Taobao marketplace could be an ideal entrance point, and he said his company is working closely with the e-commerce giant to weigh up its method of entry into China.
“There’s a really good fit with Alibaba, strategically we are leaning a lot about e-commerce in China and getting logistics and infrastructure support,” he said.
On the product side, Grana’s range spans 10 fabrics, 90 styles and 3,000 SKUs across shorts, sweaters, swimwear and underwear in both men’s and women’s fashion. Grana said the company plans to expand to sportswear, bags and accessories early next year, while he’d like to also begin producing and selling items like shoes in the longer term.",2016-10-03,https://tctechcrunch2011.files.wordpress.com/2016/10/luke-grana-and-tfr_2.jpg?w=738,"golden-gate-ventures,hong-kong,grana",Online fashion retailer Grana raises $10M led by Alibaba’s entrepreneurship fund
98,Ingrid Lunden,"Stripe, the company that lets app publishers, online merchants and other digital businesses include payments features via a few lines of code, is expanding in Asia. After launching in Singapore two weeks ago, the startup is now officially opening for business in Japan. And alongside the Japan launch, Stripe is announcing a new investor. Sumitomo Mitsui Card Company, the largest credit card provider in the country, is taking a stake in the startup.
Sumitomo Mitsui and Stripe are not disclosing the amount that is getting invested, but it is strategic: the companies have been partnering since Stripe launched a beta of its service in Japan, in May 2015.
Sumitomo Mitsui, which was also the first partner for Visa in Japan (Visa is also a Stripe backer), is also working with Stripe on the full, official rollout. It’s helping specifically in areas like multi-currency acceptance: merchants and other businesses in Japan can use Stripe to sell goods in some 130 different currencies — a big advance on current offerings that are restricted to yen.
(Doing some simple math, I’m guessing that Sumitomo Mitsui’s investment is at least $10 million and a follow on from its previous round: Crunchbase lists $290 million in funding for Stripe, while Stripe itself, in the news release it sent out around the funding and launch, notes that it has raised “around $300 million” at a valuation of $5 billion, the same valuation it had around its last funding round in July 2015.)
The lengthy beta period meant that Stripe picked up a number of customers before its official launch today: they include All Nippon Airways, e-commerce platform BUYMA, event app Peatix, and SmartHR. Globally, Stripe says it has around 100,000 customers, including large marketplace startups like GoFundMe, on-demand, mobile-first businesses like Lyft and Instacart, and many more.
Stripe takes a 3.6% commission on each approved card charge in Japan, similar to its basic rate in other countries; using its API is free.
Adding Japan brings the total number of countries where Stripe is live to 25 — and just a day after Japan, Stripe added Spain, for a total of 26 countries. While Stripe is now on something of a roll internationally, adding Japan is a notable launch for a couple of reasons. For one, it’s a big market for Stripe to tackle: Japan is the second-largest economy in Asia (after China) in terms of GDP and one of the biggest globally.
There are a number of other payment providers in the market — they include Rakuten (which also invests in one of Stripe’s competitors, WePay) and PayPal, among others. But Stripe said that its multi-currency feature — its API will let businesses sell to customers in 130 different currencies, not just yen — is a first for merchants and other businesses in the country.
In the past, Japanese companies would have had to set up separate bank accounts and business entities to process non-yen currencies, in part because “Japan’s financial infrastructure was built independently from the rest of the world and some of the mechanics have made it challenging for Japanese businesses to expand globally,” in the words of Daniel Heffernan, who heads up Stripe’s business in Japan.
“Japan has been a powerhouse in technology for decades, but bridging to the rest of the world economy is an achievement only a small percentage of companies have accomplished,” Patrick Collison, co-founder and CEO of Stripe, said in a statement. “Stripe aims to empower more Japanese companies to export their creativity and ambition to the rest of the world.”
The new service in Japan will also include fraud protection and other security features; and as with other markets, Stripe will also build a larger financial services ecosystem around its basic payments service to improve its margins.
Those other services include accounting, billing, security, and PCI compliance, as well as access to third-party technologies like Apple Pay and Android Pay. (Some features — like Instant Payouts, which was launched last month — are still not available outside the U.S.)
Considering that Stripe has had an office in Japan since June 2014, I asked Heffernan why it took so long to launch there.
“Rather than launching a one-size-fits-all product everywhere, we think about each new market from first principles, taking our time to get to know the nuances and understand the unique needs and pain points of local businesses,” he said. “This helps us address the most pressing needs of developers and offer the best possible product for a particular market.”
It also sounds like it took some time to work out how to handle more than one currency.
“We built this feature from scratch for the Japanese market, which involved a considerable amount of time and work to make it available today,” Heffernan said. “Multicurrency has never before been available in Japan, and we wanted to make that happen.”
Sumitomo Mitsui’s investment is interesting because it comes on the heels of reports that the financial services company was looking to invest in rising fintech startups (in other words, there may be more to come).
The context here is that there weren’t many fintech investments in the country immediately prior to 2016, in part because of regulation, and in part because of cautious strategies around new financial models in the wake of disasters like the Mt Gox bitcoin exchange, which was based out of Tokyo.
To some extent, even the Stripe investment went through some reality checks: “We looked at the most sophisticated global technology companies — Facebook, Twitter, Kickstarter — and they all use Stripe to process payments,” says Hideo Shimada, Chairman of Sumitomo Mitsui Card Corporation, in a statement. “Stripe is bringing a new standard of financial and technological infrastructure to Japanese businesses and we are happy to support them.”
As for what’s next, Stripe is currently still in beta in Hong Kong, and Heffernan said the company is seeing a lot of interest in Southeast Asia from users (based in countries it currently supports), and it is “in the very early stages” of exploring the market there. “Asia will continue to be a primary focus for Stripe over the next few months,” he said.
Other investors in Stripe include Sequoia Capital, Kleiner Perkins Caufield & Byers, Visa, American Express, Peter Thiel, Max Levchin, and Elon Musk.",2016-10-03,https://tctechcrunch2011.files.wordpress.com/2015/04/japan-flag.jpg?w=738,"japan,payments,stripe","Stripe payments exits beta in Japan, adds Sumitomo Mitsui Card Company as investor"
